<TICKER>        <NAME>
OARK.US         YIELDMAX INNOVATION OPTION
OBDC.US         BLUE OWL CAPITAL
OBK.US          ORIGIN BANCORP
OC.US           OWENS CORNING
OCFT.US         ONECONNECT FINANCIAL TECHNOLOGY
OCN.US          OCWEN FINANCIAL
OCTT.US         ALLIANZIM US LARGE CAP BUFFER10 OCT ETF
OCTW.US         ALLIANZIM US LARGE CAP BUFFER20 OCT ETF
ODC.US          OIL-DRI OF AMERICA
ODV.US          OSISKO DEVELOPMENT
OEC.US          ORION ENGINEERED CARBONS
OFC.US          CORPORATE OFFICE PROPERTIES TRUST
OFG.US          OFG BANCORP
OGCP.US         EMPIRE STATE REALTY OP
OGE.US          OGE ENERGY
OGN.US          ORGANON
OGS.US          ONE GAS
OHI.US          OMEGA HEALTHCARE INVESTORS
OI.US           O-I GLASS
OIA.US          INVESCO MUNICIPAL INCOME OPPORTUNITIES TRUST
OII.US          OCEANEERING INT
OIS.US          OIL STATES INT
OKE.US          ONEOK
OLN.US          OLIN
OLO.US          OLO
OLP.US          ONE LIBERTY PROPERTIES
OMC.US          OMNICOM GROUP
OMF.US          ONEMAIN HOLDINGS
OMI.US          OWENS & MINOR
ONL.US          ORION OFFICE REIT
ONON.US         ON HOLDING
ONTF.US         ON24
ONTO.US         ONTO INNOVATION
OOMA.US         OOMA
OPA-U.US        MAGNUM OPUS ACQUISITION
OPA-WS.US       MAGNUM OPUS ACQUISITION
OPA.US          MAGNUM OPUS ACQUISITION
OPAD-WS.US      OFFERPAD SOLUTIONS
OPAD.US         OFFERPAD SOLUTIONS
OPFI-WS.US      OPPFI
OPFI.US         OPPFI
OPP.US          RIVERNORTH/DOUBLELINE STRATEGIC OPPORTUNITY FUND
OPP_A.US        RiverNorth/DoubleLine Strategi
OPP_B.US        RiverNorth/DoubleLine Strategi
OPY.US          OPPENHEIMER HOLDINGS
OR.US           OSISKO GOLD ROYALTIES
ORA.US          ORMAT TECHNOLOGIES
ORAN.US         ORANGE
ORC.US          ORCHID ISLAND CAPITAL
ORCC.US         OWL ROCK CAPITAL
ORCL.US         ORACLE
ORFN.US         CONSTRAINED CAPITAL ESG ORPHANS ETF
ORI.US          OLD REPUBLIC INT
ORN.US          ORION GROUP HOLDINGS
OSCR.US         OSCAR HEALTH
OSEA.US         HARBOR INT COMPOUNDERS ETF
OSG.US          OVERSEAS SHIPHOLDING GROUP
OSI-U.US        OSIRIS ACQUISITION
OSI.US          OSIRIS ACQUISITION
OSK.US          OSHKOSH
OTIS.US         OTIS WORLDWIDE
OUST-WS.US      OUSTER
OUST.US         OUSTER
OUT.US          OUTFRONT MEDIA
OVV.US          OVINTIV
OWL.US          BLUE OWL CAPITAL
OWLT.US         OWLET
OXM.US          OXFORD INDUSTRIES
OXY-WS.US       OCCIDENTAL PETROLEUM
OXY.US          OCCIDENTAL PETROLEUM
PAAA.US         PGIM AAA CLO ETF
PAAS.US         PAN AMERICAN SILVER
PAC.US          GRUPO AEROPORTUARIO DEL PACIFICO SAB DE CV
PACI-U.US       PROOF ACQUISITION I
PACI.US         PROOF ACQUISITION I
PACK.US         RANPAK HOLDINGS
PAG.US          PENSKE AUTOMOTIVE GROUP
PAGS.US         PAGSEGURO DIGITAL
PAI.US          WESTERN ASSET INVESTMENT GRADE INCOME FUND
PAM.US          PAMPA ENERGIA
PAR.US          PAR TECHNOLOGY
PATH.US         UIPATH
PAXS.US         PIMCO ACCESS INCOME FUND
PAY.US          PAYMENTUS HOLDINGS
PAYC.US         PAYCOM SOFTWARE
PB.US           PROSPERITY BANCSHARES
PBA.US          PEMBINA PIPELINE
PBDC.US         PUTNAM BDC INCOME ETF
PBF.US          PBF ENERGY
PBH.US          PRESTIGE CONSUMER HEALTHCARE
PBI.US          PITNEY BOWES
PBI_B.US        Pitney Bowes
PBL.US          PGIM PORTFOLIO BALLAST ETF
PBR-A.US        PETROLEO BRASILEIRO
PBR.US          PETROLEO BRASILEIRO
PBT.US          PERMIAN BASIN ROYALTY TRUST
PCF.US          HIGH INCOME SECURITIES FUND
PCG.US          PG&E
PCGU.US         PG&E Corp
PCK.US          PIMCO CALIFORNIA MUNICIPAL INCOME FUND II
PCM.US          PCM FUND
PCN.US          PIMCO CORPORATE & INCOME STRATEGY FUND
PCOR.US         PROCORE TECHNOLOGIES
PCQ.US          PIMCO CALIFORNIA MUNICIPAL INCOME FUND
PCRB.US         PUTNAM ESG CORE BOND ETF
PD.US           PAGERDUTY
PDI.US          PIMCO DYNAMIC INCOME FUND
PDM.US          PIEDMONT OFFICE REALTY TRUST
PDO.US          PIMCO DYNAMIC INCOME OPPORTUNITIES FUND
PDS.US          PRECISION DRILLING
PDT.US          JOHN HANCOCK PREMIUM DIVIDEND FUND
PEAK.US         HEALTHPEAK PROPERTIES
PEB.US          PEBBLEBROOK HOTEL TRUST
PEB_E.US        Pebblebrook Hotel Trust
PEB_F.US        Pebblebrook Hotel Trust
PEB_G.US        Pebblebrook Hotel Trust
PEB_H.US        Pebblebrook Hotel Trust
PEG.US          PUBLIC SERVICE ENTERPRISE GROUP
PEMX.US         PUTNAM EMERGING MARKETS EX-CHINA ETF
PEN.US          PENUMBRA
PERF-WS.US      PERFECT
PERF.US         PERFECT
PFD.US          FLAHERTY & CRUMRINE PREFERRED AND INCOME FUND
PFE.US          PFIZER
PFGC.US         PERFORMANCE FOOD GROUP
PFH.US          Prudential Financial
PFL.US          PIMCO INCOME STRATEGY FUND
PFLT.US         PENNANTPARK FLOATING RATE CAPITAL
PFN.US          PIMCO INCOME STRATEGY FUND II
PFO.US          FLAHERTY & CRUMRINE PREFERRED AND INCOME OPPORTUNITY FUND
PFRL.US         PGIM FLOATING RATE INCOME ETF
PFS.US          PROVIDENT FINANCIAL SERVICES
PFSI.US         PENNYMAC FINANCIAL SERVICES
PG.US           PROCTER & GAMBLE
PGP.US          PIMCO GLOBAL STOCKSPLUS & INCOME FUND
PGR.US          PROGRESSIVE
PGRE.US         PARAMOUNT GROUP
PGRU.US         PROPERTYGURU GROUP
PGSS-U.US       PEGASUS DIGITAL MOBILITY ACQUISITION
PGSS-WS.US      PEGASUS DIGITAL MOBILITY ACQUISITION
PGSS.US         PEGASUS DIGITAL MOBILITY ACQUISITION
PGTI.US         PGT INNOVATIONS
PGZ.US          PRINCIPAL REAL ESTATE INCOME FUND
PH.US           PARKER-HANNIFIN
PHD.US          PIONEER FLOATING RATE FUND
PHG.US          KONINKLIJKE PHILIPS
PHI.US          PLDT
PHIN-W.US       PHINIA
PHIN.US         PHINIA
PHK.US          PIMCO HIGH INCOME FUND
PHM.US          PULTEGROUP
PHR.US          PHREESIA
PHT.US          PIONEER HIGH INCOME FUND
PHX.US          PHX MINERALS
PHYD.US         PUTNAM ESG HIGH YIELD ETF
PHYS.US         SPROTT PHYSICAL GOLD TRUST
PHYT-U.US       PYROPHYTE ACQUISITION
PHYT-WS.US      PYROPHYTE ACQUISITION
PHYT.US         PYROPHYTE ACQUISITION
PIAI-U.US       PRIME IMPACT ACQUISITION I
PIAI-WS.US      PRIME IMPACT ACQUISITION I
PIAI.US         PRIME IMPACT ACQUISITION I
PII.US          POLARIS
PIM.US          PUTNAM MASTER INTERMEDIATE INCOME TRUST
PINE.US         ALPINE INCOME PROPERTY TRUST
PINS.US         PINTEREST
PIPR.US         PIPER SANDLER COS
PIT.US          VANECK COMMODITY STRATEGY ETF
PJFG.US         PGIM JENNISON FOCUSED GROWTH ETF
PJFV.US         PGIM JENNISON FOCUSED VALUE ETF
PJT.US          PJT PARTNERS
PK.US           PARK HOTELS & RESORTS
PKE.US          PARK AEROSPACE
PKG.US          PACKAGING OF AMERICA
PKI.US          PERKINELMER
PKST.US         PEAKSTONE REALTY TRUST
PKX.US          POSCO HOLDINGS
PL-WS.US        PLANET LABS PBC
PL.US           PLANET LABS PBC
PLD.US          PROLOGIS
PLNT.US         PLANET FITNESS
PLOW.US         DOUGLAS DYNAMICS
PLTR.US         PALANTIR TECHNOLOGIES
PLYM.US         PLYMOUTH INDUSTRIAL REIT
PM.US           PHILIP MORRIS INT
PMF.US          PIMCO MUNICIPAL INCOME FUND
PML.US          PIMCO MUNICIPAL INCOME FUND II
PMM.US          PUTNAM MANAGED MUNICIPAL INCOME TRUST
PMO.US          PUTNAM MUNICIPAL OPPORTUNITIES TRUST
PMT.US          PENNYMAC MORTGAGE INVESTMENT TRUST
PMT_A.US        PennyMac Mortgage Investment T
PMT_B.US        PennyMac Mortgage Investment T
PMT_C.US        PennyMac Mortgage Investment T
PMX.US          PIMCO MUNICIPAL INCOME FUND III
PNC.US          PNC FINANCIAL SERVICES GROUP
PNF.US          PIMCO NEW YORK MUNICIPAL INCOME FUND
PNI.US          PIMCO NEW YORK MUNICIPAL INCOME FUND II
PNM.US          PNM RESOURCES
PNNT.US         PENNANTPARK INVESTMENT
PNR.US          PENTAIR
PNTM-U.US       PONTEM
PNW.US          PINNACLE WEST CAPITAL
POR.US          PORTLAND GENERAL ELECTRIC
PORT-U.US       SOUTHPORT ACQUISITION
PORT-WS.US      SOUTHPORT ACQUISITION
PORT.US         SOUTHPORT ACQUISITION
POST.US         POST HOLDINGS
PP.US           THE MEET KEVIN PRICING POWER ETF
PPEM.US         PUTNAM PANAGORA ESG EMERGING MARKETS EQUITY ETF
PPG.US          PPG INDUSTRIES
PPIE.US         PUTNAM PANAGORA ESG INT EQUITY ETF
PPL.US          PPL
PPT.US          PUTNAM PREMIER INCOME TRUST
PR.US           PERMIAN RESOURCES
PRA.US          PROASSURANCE
PRE_J.US        PartnerRe Ltd
PRFD.US         PIMCO PREFERRED AND CAPITAL SECURITIES ACTIVE ETF
PRG.US          PROG HOLDINGS
PRGO.US         PERRIGO
PRH.US          Prudential Financial
PRI.US          PRIMERICA
PRIF_D.US       Priority Income Fund
PRIF_F.US       Priority Income Fund
PRIF_G.US       Priority Income Fund
PRIF_H.US       Priority Income Fund
PRIF_I.US       Priority Income Fund
PRIF_J.US       Priority Income Fund
PRIF_K.US       Priority Income Fund
PRIF_L.US       Priority Income Fund
PRIM.US         PRIMORIS SERVICES
PRLB.US         PROTO LABS
PRM.US          PERIMETER SOLUTIONS
PRMW.US         PRIMO WATER
PRO.US          PROS HOLDINGS
PRPC-U.US       CC NEUBERGER PRINCIPAL HOLDINGS III
PRPC-WS.US      CC NEUBERGER PRINCIPAL HOLDINGS III
PRPC.US         CC NEUBERGER PRINCIPAL HOLDINGS III
PRS.US          Prudential Financial
PRT.US          PERMROCK ROYALTY TRUST
PRU.US          PRUDENTIAL FINANCIAL
PSA.US          PUBLIC STORAGE
PSA_F.US        Public Storage
PSA_G.US        Public Storage
PSA_H.US        Public Storage
PSA_I.US        Public Storage
PSA_J.US        Public Storage
PSA_K.US        Public Storage
PSA_L.US        Public Storage
PSA_M.US        Public Storage
PSA_N.US        Public Storage
PSA_O.US        Public Storage
PSA_P.US        Public Storage
PSA_Q.US        Public Storage
PSA_R.US        Public Storage
PSA_S.US        Public Storage
PSDM.US         PGIM SHORT DURATION MULTI-SECTOR BOND ETF
PSEC_A.US       Prospect Capital Corp
PSFE-WS.US      PAYSAFE
PSFE.US         PAYSAFE
PSLV.US         SPROTT PHYSICAL SILVER TRUST
PSN.US          PARSONS
PSO.US          PEARSON
PSPC.US         POST HOLDINGS PARTNERING
PSQH-WS.US      PSQ HOLDINGS
PSQH.US         PSQ HOLDINGS
PSTG.US         PURE STORAGE
PSTL.US         POSTAL REALTY TRUST
PSTP.US         INNOVATOR POWER BUFFER STEP-UP STRATEGY ETF
PSX.US          PHILLIPS 66
PTA.US          COHEN & STEERS TAX-ADVANTAGED PREFERRED SECURITIES & INCOME FUND
PUK.US          PRUDENTIAL
PULT.US         PUTNAM ESG ULTRA SHORT ETF
PUMP.US         PROPETRO HOLDING
PVH.US          PVH
PVL.US          PERMIANVILLE ROYALTY TRUST
PWR.US          QUANTA SERVICES
PWSC.US         POWERSCHOOL HOLDINGS
PX.US           P10
PXD.US          PIONEER NATURAL RESOURCES
PYLD.US         PIMCO MULTI SECTOR BOND ACTIVE ETF
PYN.US          PIMCO NEW YORK MUNICIPAL INCOME FUND III
PYT.US          Merrill Lynch Depositor PPLUS 
PZC.US          PIMCO CALIFORNIA MUNICIPAL INCOME FUND III
QBTS-WS.US      D-WAVE QUANTUM
QBTS.US         D-WAVE QUANTUM
QD.US           QUDIAN
QFTA-U.US       QUANTUM FINTECH ACQUISITION
QFTA.US         QUANTUM FINTECH ACQUISITION
QGEN.US         QIAGEN
QGRW.US         WISDOMTREE US QUALITY GROWTH FUND
QIS.US          SIMPLIFY MULTI-QIS ALTERNATIVE ETF
QS.US           QUANTUMSCAPE
QSR.US          RESTAURANT BRANDS INT
QTWO.US         Q2 HOLDINGS
QUAD.US         QUAD/GRAPHICS
QUOT.US         QUOTIENT TECHNOLOGY
QVCC.US         QVC
QVCD.US         QVC
QVOY.US         Q3 ALL-SEASON ACTIVE ROTATION ETF
QWST.US         HARBOR SMALL CAP EXPLORER ETF
R.US            RYDER SYSTEM
RA.US           BROOKFIELD REAL ASSETS INCOME FUND
RACE.US         FERRARI
RAD.US          RITE AID
RAMP.US         LIVERAMP HOLDINGS
RATE.US         GLOBAL X INTEREST RATE HEDGE ETF
RBA.US          RITCHIE BROS AUCTIONEERS
RBC.US          RBC BEARINGS
RBCP.US         RBC Bearings
RBLD.US         FIRST TRUST ALERIAN US NEXTGEN INFRASTURCTURE ETF
RBLX.US         ROBLOX
RBOT-WS.US      VICARIOUS SURGICAL
RBOT.US         VICARIOUS SURGICAL
RBT-WS.US       RUBICON TECHNOLOGIES
RBT.US          RUBICON TECHNOLOGIES
RC.US           READY CAPITAL
RCA.US          Ready Capital Corp
RCB.US          Ready Capital Corp
RCC.US          Ready Capital Corp
RCFA-U.US       RCF ACQUISITION
RCFA-WS.US      RCF ACQUISITION
RCFA.US         RCF ACQUISITION
RCI.US          ROGERS COMMUNICATIONS
RCL.US          ROYAL CARIBBEAN CRUISES
RCS.US          PIMCO STRATEGIC INCOME FUND
RCUS.US         ARCUS BIOSCIENCES
RC_C.US         Ready Capital Corp
RC_E.US         Ready Capital Corp
RDN.US          RADIAN GROUP
RDVI.US         FT CBOE VEST RISING DIVIDEND ACHIEVERS TARGET INCOME ETF
RDW-WS.US       REDWIRE
RDW.US          REDWIRE
RDY.US          DR REDDY'S LABORATORIES
RE.US           EVEREST RE GROUP
RELX.US         RELX
RENN.US         RENREN
RENW.US         HARBOR ENERGY TRANSITION STRATEGY ETF
RERE.US         ATRENEW
RES.US          RPC
REVG.US         REV GROUP
REX.US          REX AMERICAN RESOURCES
REXR.US         REXFORD INDUSTRIAL REALTY
REXR_B.US       Rexford Industrial Realty
REXR_C.US       Rexford Industrial Realty
REZI.US         RESIDEO TECHNOLOGIES
RF.US           REGIONS FINANCIAL
RFI.US          COHEN & STEERS TR REALTY FUND
RFL.US          RAFAEL HOLDINGS
RFM.US          RIVERNORTH FLEXIBLE MUNICIPAL INCOME FUND
RFMZ.US         RIVERNORTH FLEXIBLE MUNICIPAL INCOME FUND II
RF_B.US         REGIONS FINANCIAL Corp
RF_C.US         Regions Financial Corp
RF_E.US         Regions Financial Corp
RGA.US          REINSURANCE GROUP OF AMERICA
RGR.US          STURM RUGER
RGS.US          REGIS
RGT.US          ROYCE GLOBAL VALUE TRUST
RH.US           RH
RHCB.US         BNY MELLON RESPONSIBLE HORIZONS CORPORATE BOND ETF
RHI.US          ROBERT HALF INT
RHP.US          RYMAN HOSPITALITY PROPERTIES
RIG.US          TRANSOCEAN
RIO.US          RIO TINTO
RITM.US         RITHM CAPITAL
RITM_A.US       Rithm Capital Corp
RITM_B.US       Rithm Capital Corp
RITM_C.US       Rithm Capital Corp
RITM_D.US       Rithm Capital Corp
RIV.US          RIVERNORTH OPPORTUNITIES FUND
RIV_A.US        RiverNorth Opportunities Fund
RJAC.US         JACKSON ACQUISITION
RJF.US          RAYMOND JAMES FINANCIAL
RJF_B.US        Raymond James Financial
RKT.US          ROCKET COS
RL.US           RALPH LAUREN
RLI.US          RLI
RLJ.US          RLJ LODGING TRUST
RLJ_A.US        RLJ Lodging Trust $1.95 Series
RLTY.US         COHEN & STEERS REAL ESTATE OPPORTUNITIES AND INCOME FUND
RLX.US          RLX TECHNOLOGY
RM.US           REGIONAL MANAGEMENT
RMAX.US         RE/MAX HOLDINGS
RMD.US          RESMED
RMI.US          RIVERNORTH OPPORTUNISTIC MUNICIPAL INCOME FUND
RMIF.US         LHA RISK-MANAGED INCOME ETF
RMM.US          RIVERNORTH MANAGED DURATION MUNICIPAL INCOME FUND
RMMZ.US         RIVERNORTH MANAGED DURATION MUNICIPAL INCOME FUND II
RMPL_.US        RiverNorth Capital and Income 
RMT.US          ROYCE MICRO-CAP TRUST
RNG.US          RINGCENTRAL
RNGR.US         RANGER ENERGY SERVICES
RNP.US          COHEN & STEERS REIT AND PREFERRED AND INCOME FUND
RNR.US          RENAISSANCERE HOLDINGS
RNR_F.US        RenaissanceRe Holdings Ltd
RNR_G.US        RenaissanceRe Holdings Ltd
RNWZ.US         TRUESHARES EAGLE GLOBAL RENEWABLE ENERGY INCOME ETF
ROG.US          ROGERS
ROK.US          ROCKWELL AUTOMATION
ROL.US          ROLLINS
RONI.US         RICE ACQUISITION II
ROSS-U.US       ROSS ACQUISITION II
ROSS-WS.US      ROSS ACQUISITION II
ROSS.US         ROSS ACQUISITION II
RPM.US          RPM INT
RPT.US          RPT REALTY
RPT_D.US        RPT Realty
RQI.US          COHEN & STEERS QUALITY INCOME REALTY FUND
RRAC-WS.US      RIGEL RESOURCE ACQUISITION
RRAC.US         RIGEL RESOURCE ACQUISITION
RRC.US          RANGE RESOURCES
RRX.US          REGAL REXNORD
RS.US           RELIANCE STEEL & ALUMINUM
RSBT.US         RETURN STACKED BONDS & MANAGED FUTURES ETF
RSF.US          RIVERNORTH CAPITAL AND INCOME
RSG.US          REPUBLIC SERVICES
RSHO.US         TEMA AMERICAN RESHORING ETF
RSI.US          RUSH STREET INTERACTIVE
RSKD.US         RISKIFIED
RSPC.US         INVESCO S&P 500 EQUAL WEIGHT COMMUNICATION SERVICES ETF
RSPD.US         INVESCO S&P 500 EQUAL WEIGHT CONSUMER DISCRETIONARY ETF
RSPF.US         INVESCO S&P 500 EQUAL WEIGHT FINANCIALS ETF
RSPG.US         INVESCO S&P 500 EQUAL WEIGHT ENERGY ETF
RSPH.US         INVESCO S&P 500 EQUAL WEIGHT HEALTH CARE ETF
RSPM.US         INVESCO S&P 500 EQUAL WEIGHT MATERIALS ETF
RSPN.US         INVESCO S&P 500 EQUAL WEIGHT INDUSTRIALS ETF
RSPR.US         INVESCO S&P 500 EQUAL WEIGHT REAL ESTATE ETF
RSPS.US         INVESCO S&P 500 EQUAL WEIGHT CONSUMER STAPLES ETF
RSPT.US         INVESCO S&P 500 EQUAL WEIGHT TECHNOLOGY ETF
RSPU.US         INVESCO S&P 500 EQUAL WEIGHT UTILITIES ETF
RTO.US          RENTOKIL INITIAL
RTX.US          RAYTHEON TECHNOLOGIES
RVLV.US         REVOLVE GROUP
RVRB.US         REVERB ETF
RVT.US          ROYCE VALUE TRUST
RVTY.US         REVVITY
RWT.US          REDWOOD TRUST
RWT_A.US        Redwood Trust
RXO.US          RXO
RY.US           ROYAL BANK OF CANADA
RYAM.US         RAYONIER ADVANCED MATERIALS
RYAN.US         RYAN SPECIALTY HOLDINGS
RYI.US          RYERSON HOLDING
RYLG.US         GLOBAL X RUSSELL 2000 COVERED CALL & GROWTH ETF
RYN.US          RAYONIER
RYSE.US         CBOE VEST 10Y INTEREST RATE HEDGE ETF
RY_T.US         Royal Bank of Canada
RZB.US          Reinsurance Group of America
RZC.US          Reinsurance Group of America
S.US            SENTINELONE
SA.US           SEABRIDGE GOLD
SAFE.US         SAFEHOLD
SAH.US          SONIC AUTOMOTIVE
SAIC.US         SCIENCE APPLICATIONS INT
SAJ.US          Saratoga Investment Corp
SAM.US          BOSTON BEER
SAN.US          BANCO SANTANDER
SAND.US         SANDSTORM GOLD
SANE.US         SUBVERSIVE MENTAL HEALTH ETF
SAP.US          SAP SE
SAR.US          SARATOGA INVESTMENT
SAT.US          Saratoga Investment Corp
SAVE.US         SPIRIT AIRLINES
SAY.US          Saratoga Investment Corp
SAZ.US          Saratoga Investment Corp
SB.US           SAFE BULKERS
SBBA.US         Scorpio Tankers
SBH.US          SALLY BEAUTY HOLDINGS
SBOW.US         SILVERBOW RESOURCES
SBR.US          SABINE ROYALTY TRUST
SBS.US          CIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO SABESP
SBSW.US         SIBANYE STILLWATER
SBXC-U.US       SILVERBOX III
SBXC-WS.US      SILVERBOX III
SBXC.US         SILVERBOX III
SB_C.US         Safe Bulkers
SB_D.US         Safe Bulkers
SCCO.US         SOUTHERN COPPER
SCD.US          LMP CAPITAL AND INCOME FUND
SCE_G.US        SCE TRUST II
SCE_H.US        SCE TRUST III
SCE_J.US        SCE TRUST IV
SCE_K.US        SCE Trust V
SCE_L.US        SCE TRUST VI
SCHW.US         CHARLES SCHWAB
SCHW_D.US       Charles Schwab Corp
SCHW_J.US       Charles Schwab Corp
SCI.US          SERVICE INT
SCL.US          STEPAN
SCM.US          STELLUS CAPITAL INVESTMENT
SCMB.US         SCHWAB MUNICIPAL BOND ETF
SCS.US          STEELCASE
SCU.US          SCULPTOR CAPITAL MANAGEMENT
SCUA-U.US       SCULPTOR ACQUISITION I
SCUA.US         SCULPTOR ACQUISITION I
SCX.US          LS STARRETT
SCYB.US         Schwab High Yield
SD.US           SANDRIDGE ENERGY
SDHY.US         PGIM SHORT DURATION HIGH YIELD OPPORTUNITIES FUND
SDRL.US         SEADRILL
SE.US           SEA
SEAL_A.US       Seapeak LLC
SEAL_B.US       Seapeak LLC
SEAS.US         SEAWORLD ENTERTAINMENT
SECD.US         SENIOR SECURED CREDIT OPPORTUNITIES ETF
SEDA-U.US       SDCL EDGE ACQUISITION
SEDA-WS.US      SDCL EDGE ACQUISITION
SEDA.US         SDCL EDGE ACQUISITION
SEE.US          SEALED AIR
SEIM.US         SEI ENHANCED US LARGE CAP MOMENTUM FACTOR ETF
SEIQ.US         SEI ENHANCED US LARGE CAP QUALITY FACTOR ETF
SEIV.US         SEI ENHANCED US LARGE CAP VALUE FACTOR ETF
SELV.US         SEI ENHANCED LOW VOLATILITY US LARGE CAP ETF
SEM.US          SELECT MEDICAL HOLDINGS
SEMI.US         COLUMBIA SELIGMAN SEMICONDUCTOR AND TECHNOLOGY ETF
SEMR.US         SEMRUSH HOLDINGS
SES-WS.US       SES AI
SES.US          SES AI
SESG.US         SPROTT ESG GOLD ETF
SF.US           STIFEL FINANCIAL
SFB.US          Stifel Financial Corp
SFBS.US         SERVISFIRST BANCSHARES
SFL.US          SFL
SFLR.US         INNOVATOR EQUITY MANAGED FLOOR ETF
SF_B.US         Stifel Financial Corp
SF_C.US         Stifel Financial Corp
SF_D.US         Stifel Financial Corp
SG.US           SWEETGREEN
SGHC.US         SUPER GROUP SGHC
SGLC.US         SGI US LARGE CAP CORE EQUITY FUND
SGU.US          STAR GROUP
SHAK.US         SHAKE SHACK
SHAP-WS.US      SPREE ACQUISITION 1
SHAP.US         SPREE ACQUISITION 1
SHCO.US         SOHO HOUSE
SHDG.US         SOUNDWATCH HEDGED EQUITY ETF
SHEL.US         SHELL
SHG.US          SHINHAN FINANCIAL GROUP
SHNY.US         MICROSECTORS GOLD 3X LEVERAGED ETN
SHO.US          SUNSTONE HOTEL INVESTORS
SHOC.US         STRIVE US SEMICONDUCTOR ETF
SHOP.US         SHOPIFY
SHO_H.US        Sunstone Hotel Investors
SHO_I.US        Sunstone Hotel Investors
SHPP.US         PACER INDUSTRIALS AND LOGISTICS ETF
SHPW-WS.US      SHAPEWAYS HOLDINGS
SHW.US          SHERWIN-WILLIAMS
SI.US           SILVERGATE CAPITAL
SID.US          CIA SIDERURGICA NACIONAL
SIG.US          SIGNET JEWELERS
SII.US          SPROTT
SIO.US          TOUCHSTONE STRATEGIC INCOME OPPORTUNITIES ETF
SIRE.US         SISECAM RESOURCES
SITC.US         SITE CENTERS
SITC_A.US       SITE Centers Corp
SITE.US         SITEONE LANDSCAPE SUPPLY
SIX.US          SIX FLAGS ENTERTAINMENT
SJIM.US         INVERSE CRAMER TRACKER ETF
SJM.US          J M SMUCKER
SJT.US          SAN JUAN BASIN ROYALTY TRUST
SJW.US          SJW GROUP
SKE.US          SKEENA RESOURCES
SKIL-WS.US      SKILLSOFT
SKIL.US         SKILLSOFT
SKLZ.US         SKILLZ
SKM.US          SK TELECOM
SKT.US          TANGER FACTORY OUTLET CENTERS
SKX.US          SKECHERS USA
SKY.US          SKYLINE CHAMPION
SLB.US          SCHLUMBERGER
SLCA.US         US SILICA HOLDINGS
SLF.US          SUN LIFE FINANCIAL
SLG.US          SL GREEN REALTY
SLGN.US         SILGAN HOLDINGS
SLG_I.US        SL GREEN REALTY Corp
SLQT.US         SELECTQUOTE
SLVM.US         SYLVAMO
SM.US           SM ENERGY
SMAR.US         SMARTSHEET
SMAY.US         FT Cboe Vest US Small Cap Mode
SMFG.US         SUMITOMO MITSUI FINANCIAL GROUP
SMG.US          SCOTTS MIRACLE-GRO
SMHI.US         SEACOR MARINE HOLDINGS
SMLP.US         SUMMIT MIDSTREAM PARTNERS
SMOT.US         VANECK MORNINGSTAR SMID MOAT ETF
SMP.US          STANDARD MOTOR PRODUCTS
SMR-WS.US       NUSCALE POWER
SMR.US          NUSCALE POWER
SMRT.US         SMARTRENT
SMWB.US         SIMILARWEB
SN.US           SHARKNINJA
SNA.US          SNAP-ON
SNAP.US         SNAP
SNAV.US         MOHR SECTOR NAV ETF
SNDA.US         SONIDA SENIOR LIVING
SNDR.US         SCHNEIDER NATIONAL
SNN.US          SMITH & NEPHEW
SNOW.US         SNOWFLAKE
SNPD.US         XTRACKERS S&P ESG DIVIDEND ARISTOCRATS ETF
SNPG.US         XTRACKERS S&P 500 GROWTH ESG ETF
SNPV.US         XTRACKERS S&P 500 VALUE ESG ETF
SNV.US          SYNOVUS FINANCIAL
SNV_D.US        Synovus Financial Corp
SNV_E.US        Synovus Financial Corp
SNX.US          TD SYNNEX
SO.US           SOUTHERN
SOI.US          SOLARIS OILFIELD INFRASTRUCTURE
SOJC.US         Southern Company Series 2017B 
SOJD.US         Southern Company Series 2020A 
SOJE.US         Southern Company Series 2020C 
SOL.US          EMEREN GROUP
SON.US          SONOCO PRODUCTS
SONX.US         SONENDO
SONY.US         SONY GROUP
SOR.US          SOURCE CAPITAL
SOS.US          SOS
SPB.US          SPECTRUM BRANDS HOLDINGS
SPCE.US         VIRGIN GALACTIC HOLDINGS
SPCZ.US         RIVERNORTH ENHANCED PRE-MERGER SPAC ETF
SPE.US          SPECIAL OPPORTUNITIES FUND
SPE_C.US        Special Opportunities Fund
SPG.US          SIMON PROPERTY GROUP
SPGI.US         S&P GLOBAL
SPG_J.US        Simon Property Group
SPH.US          SUBURBAN PROPANE PARTNERS
SPHR-W.US       Sphere Entertainment Co
SPHR.US         SPHERE ENTERTAINMENT
SPIR.US         SPIRE GLOBAL
SPKX.US         CONVEXITYSHARES 1X SPIKES FUTURES ETF
SPKY.US         CONVEXITYSHARES DAILY 1.5X SPIKES FUTURES ETF
SPLP.US         STEEL PARTNERS HOLDINGS
SPLP_A.US       Steel Partners Holdings LP
SPNT.US         SIRIUSPOINT
SPNT_B.US       SiriusPoint Ltd
SPOT.US         SPOTIFY TECHNOLOGY
SPPP.US         SPROTT PHYSICAL PLATINUM & PALLADIUM TRUST
SPR.US          SPIRIT AEROSYSTEMS HOLDINGS
SPRU.US         SPRUCE POWER HOLDING
SPXC.US         SPX TECHNOLOGIES
